1691422649750;[508,508,0,0,0]
1691422649751;[509,512,0,0,0]
1691422649752;[516,512,0,0,0]
1691422649753;[513,512,0,0,0]
1691422649754;[516,512,0,0,0]
1691422649755;[512,512,0,0,0]
1691422649756;[512,512,0,0,0]
1691422649757;[511,512,0,0,0]
1691422649758;[514,512,0,0,0]
1691422649759;[511,512,0,0,0]
1691422649760;[507,507,0,0,0]
1691422649761;[505,512,0,0,0]
1691422649762;[508,512,0,0,0]
1691422649763;[507,512,0,0,0]
1691422649764;[507,512,0,0,0]
1691422649765;[507,512,0,0,0]
1691422649766;[506,512,0,0,0]
1691422649767;[508,512,0,0,0]
1691422649768;[509,512,0,0,0]
1691422649769;[508,512,0,0,0]
1691422649770;[508,508,0,0,0]
1691422649771;[509,512,0,0,0]
1691422649772;[512,512,0,0,0]
1691422649773;[511,512,0,0,0]
1691422649774;[511,512,0,0,0]
1691422649775;[509,512,0,0,0]
1691422649776;[510,512,0,0,0]
1691422649777;[510,512,0,0,0]
1691422649778;[508,512,0,0,0]
1691422649779;[510,512,0,0,0]
1691422649780;[510,510,0,0,0]
1691422649781;[510,512,0,0,0]
1691422649782;[511,512,0,0,0]
1691422649783;[510,512,0,0,0]
1691422649784;[511,512,0,0,0]
1691422649785;[508,512,0,0,0]
1691422649786;[512,512,0,0,0]
1691422649787;[513,512,0,0,0]
1691422649788;[512,512,0,0,0]
1691422649789;[510,512,0,0,0]
1691422649790;[511,511,0,0,0]
1691422649791;[509,512,0,0,0]
1691422649792;[509,512,0,0,0]
1691422649793;[507,512,0,0,0]
1691422649794;[507,512,0,0,0]
1691422649795;[507,512,0,0,0]
1691422649796;[508,512,0,0,0]
1691422649797;[509,512,0,0,0]
1691422649798;[508,512,0,0,0]
1691422649799;[509,512,0,0,0]
1691422649800;[510,510,0,0,0]
1691422649801;[510,512,0,0,0]
1691422649802;[511,512,0,0,0]
1691422649803;[512,512,0,0,0]
1691422649804;[511,512,0,0,0]
1691422649805;[511,512,0,0,0]
1691422649806;[510,512,0,0,0]
1691422649807;[510,512,0,0,0]
1691422649808;[511,512,0,0,0]
1691422649809;[508,512,0,0,0]
1691422649810;[512,512,0,0,0]
1691422649811;[509,512,0,0,0]
1691422649812;[507,512,0,0,0]
1691422649813;[511,512,0,0,0]
1691422649814;[508,512,0,0,0]
1691422649815;[510,512,0,0,0]
1691422649816;[509,512,0,0,0]
1691422649817;[507,512,0,0,0]
1691422649818;[511,512,0,0,0]
1691422649819;[515,512,0,0,0]
1691422649820;[510,510,0,0,0]
1691422649821;[509,512,0,0,0]
1691422649822;[511,512,0,0,0]
1691422649823;[510,512,0,0,0]
1691422649824;[510,512,0,0,0]
1691422649825;[512,512,0,0,0]
1691422649826;[509,512,0,0,0]
1691422649827;[508,512,0,0,0]
1691422649828;[510,512,0,0,0]
1691422649829;[506,512,0,0,0]
1691422649830;[506,506,0,0,0]
1691422649831;[510,512,0,0,0]
1691422649832;[510,512,0,0,0]
1691422649833;[507,512,0,0,0]
1691422649834;[506,512,0,0,0]
1691422649835;[509,512,0,0,0]
1691422649836;[509,512,0,0,0]
1691422649837;[509,512,0,0,0]
1691422649838;[510,512,0,0,0]
1691422649839;[510,512,0,0,0]
1691422649840;[508,508,0,0,0]
1691422649841;[511,512,0,0,0]
1691422649842;[510,512,0,0,0]
1691422649843;[511,512,0,0,0]
1691422649844;[509,512,0,0,0]
1691422649845;[510,512,0,0,0]
1691422649846;[508,512,0,0,0]
1691422649847;[509,512,0,0,0]
1691422649848;[510,512,0,0,0]
1691422649849;[508,512,0,0,0]
1691422649850;[508,508,0,0,0]
1691422649851;[509,512,0,0,0]
1691422649852;[510,512,0,0,0]
1691422649853;[510,512,0,0,0]
1691422649854;[507,512,0,0,0]
1691422649855;[507,512,0,0,0]
1691422649856;[508,512,0,0,0]
1691422649857;[511,512,0,0,0]
1691422649858;[511,512,0,0,0]
1691422649859;[513,512,0,0,0]
1691422649860;[511,511,0,0,0]
1691422649861;[512,512,0,0,0]
1691422649862;[513,512,0,0,0]
1691422649863;[508,512,0,0,0]
1691422649864;[511,512,0,0,0]
1691422649865;[506,512,0,0,0]
1691422649866;[509,512,0,0,0]
1691422649867;[511,512,0,0,0]
1691422649868;[510,512,0,0,0]
1691422649869;[513,512,0,0,0]
1691422649870;[510,510,0,0,0]
1691422649871;[510,512,0,0,0]
1691422649872;[511,512,0,0,0]
1691422649873;[510,512,0,0,0]
1691422649874;[513,512,0,0,0]
1691422649875;[510,512,0,0,0]
1691422649876;[511,512,0,0,0]
1691422649877;[511,512,0,0,0]
1691422649878;[511,512,0,0,0]
1691422649879;[511,512,0,0,0]
1691422649880;[510,510,0,0,0]
1691422649881;[509,512,0,0,0]
1691422649882;[506,512,0,0,0]
1691422649883;[505,512,0,0,0]
1691422649884;[508,512,0,0,0]
1691422649885;[509,512,0,0,0]
1691422649886;[510,512,0,0,0]
1691422649887;[507,512,0,0,0]
1691422649888;[509,512,0,0,0]
1691422649889;[510,512,0,0,0]
1691422649890;[509,509,0,0,0]
1691422649891;[509,512,0,0,0]
1691422649892;[512,512,0,0,0]
1691422649893;[511,512,0,0,0]
1691422649894;[510,512,0,0,0]
1691422649895;[508,512,0,0,0]
1691422649896;[510,512,0,0,0]
1691422649897;[510,512,0,0,0]
1691422649898;[509,512,0,0,0]
1691422649899;[509,512,0,0,0]
1691422649900;[508,508,0,0,0]
1691422649901;[508,512,0,0,0]
1691422649902;[511,512,0,0,0]
1691422649903;[512,512,0,0,0]
1691422649904;[510,512,0,0,0]
1691422649905;[506,512,0,0,0]
1691422649906;[508,512,0,0,0]
1691422649907;[510,512,0,0,0]
1691422649908;[511,512,0,0,0]
1691422649909;[510,512,0,0,0]
1691422649910;[509,509,0,0,0]
1691422649911;[511,512,0,0,0]
1691422649912;[511,512,0,0,0]
1691422649913;[508,512,0,0,0]
1691422649914;[510,512,0,0,0]
1691422649915;[508,512,0,0,0]
1691422649916;[510,512,0,0,0]
1691422649917;[511,512,0,0,0]
1691422649918;[511,512,0,0,0]
1691422649919;[508,512,0,0,0]
1691422649920;[510,510,0,0,0]
1691422649921;[511,512,0,0,0]
1691422649922;[510,512,0,0,0]
1691422649923;[510,512,0,0,0]
1691422649924;[509,512,0,0,0]
1691422649925;[510,512,0,0,0]
1691422649926;[510,512,0,0,0]
1691422649927;[511,512,0,0,0]
1691422649928;[509,512,0,0,0]
1691422649929;[511,512,0,0,0]
1691422649930;[511,511,0,0,0]
1691422649931;[510,512,0,0,0]
1691422649932;[508,512,0,0,0]
1691422649933;[512,512,0,0,0]
1691422649934;[508,512,0,0,0]
1691422649935;[511,512,0,0,0]
1691422649936;[509,512,0,0,0]
1691422649937;[508,512,0,0,0]
1691422649938;[513,512,0,0,0]
1691422649939;[510,512,0,0,0]
1691422649940;[511,511,0,0,0]
1691422649941;[510,512,0,0,0]
1691422649942;[511,512,0,0,0]
1691422649943;[509,512,0,0,0]
1691422649944;[508,512,0,0,0]
1691422649945;[507,512,0,0,0]
1691422649946;[507,512,0,0,0]
1691422649947;[508,512,0,0,0]
1691422649948;[508,512,0,0,0]
1691422649949;[509,512,0,0,0]
1691422649950;[508,508,0,0,0]
1691422649951;[511,512,0,0,0]
1691422649952;[511,512,0,0,0]
1691422649953;[510,512,0,0,0]
1691422649954;[512,512,0,0,0]
1691422649955;[510,512,0,0,0]
1691422649956;[512,512,0,0,0]
1691422649957;[512,512,0,0,0]
1691422649958;[511,512,0,0,0]
1691422649959;[509,512,0,0,0]
1691422649960;[508,508,0,0,0]
1691422649961;[511,512,0,0,0]
1691422649962;[511,512,0,0,0]
1691422649963;[507,512,0,0,0]
1691422649964;[509,512,0,0,0]
1691422649965;[510,512,0,0,0]
1691422649966;[510,512,0,0,0]
1691422649967;[512,512,0,0,0]
1691422649968;[512,512,0,0,0]
1691422649969;[512,512,0,0,0]
1691422649970;[509,509,0,0,0]
1691422649971;[509,512,0,0,0]
1691422649972;[510,512,0,0,0]
1691422649973;[509,512,0,0,0]
1691422649974;[511,512,0,0,0]
1691422649975;[505,512,0,0,0]
1691422649976;[508,512,0,0,0]
1691422649977;[510,512,0,0,0]
1691422649978;[508,512,0,0,0]
1691422649979;[507,512,0,0,0]
1691422649980;[508,508,0,0,0]
1691422649981;[510,512,0,0,0]
1691422649982;[511,512,0,0,0]
1691422649983;[508,512,0,0,0]
1691422649984;[507,512,0,0,0]
1691422649985;[506,512,0,0,0]
1691422649986;[508,512,0,0,0]
1691422649987;[508,512,0,0,0]
1691422649988;[509,512,0,0,0]
1691422649989;[506,512,0,0,0]
1691422649990;[508,508,0,0,0]
1691422649991;[510,512,0,0,0]
1691422649992;[510,512,0,0,0]
1691422649993;[509,512,0,0,0]
1691422649994;[508,512,0,0,0]
1691422649995;[509,512,0,0,0]
1691422649996;[510,512,0,0,0]
1691422649997;[511,512,0,0,0]
1691422649998;[509,512,0,0,0]
1691422649999;[508,512,0,0,0]
1691422650000;[511,511,0,0,0]
1691422650001;[510,512,0,0,0]
1691422650002;[510,512,0,0,0]
1691422650003;[511,512,0,0,0]
1691422650004;[512,512,0,0,0]
1691422650005;[510,512,0,0,0]
1691422650006;[511,512,0,0,0]
1691422650007;[511,512,0,0,0]
1691422650008;[511,512,0,0,0]
1691422650009;[509,512,0,0,0]
1691422650010;[508,508,0,0,0]
1691422650011;[508,512,0,0,0]
1691422650012;[510,512,0,0,0]
1691422650013;[510,512,0,0,0]
1691422650014;[509,512,0,0,0]
1691422650015;[507,512,0,0,0]
1691422650016;[509,512,0,0,0]
1691422650017;[511,512,0,0,0]
1691422650018;[509,512,0,0,0]
1691422650019;[509,512,0,0,0]
1691422650020;[511,511,0,0,0]
1691422650021;[508,512,0,0,0]
1691422650022;[511,512,0,0,0]
1691422650023;[511,512,0,0,0]
1691422650024;[508,512,0,0,0]
1691422650025;[510,512,0,0,0]
1691422650026;[510,512,0,0,0]
1691422650027;[512,512,0,0,0]
1691422650028;[508,512,0,0,0]
1691422650029;[508,512,0,0,0]
1691422650030;[508,508,0,0,0]
1691422650031;[511,512,0,0,0]
1691422650032;[507,512,0,0,0]
1691422650033;[506,512,0,0,0]
1691422650034;[509,512,0,0,0]
1691422650035;[511,512,0,0,0]
1691422650036;[513,512,0,0,0]
1691422650037;[515,512,0,0,0]
1691422650038;[514,512,0,0,0]
1691422650039;[515,512,0,0,0]
1691422650040;[514,514,0,0,0]
1691422650041;[513,512,0,0,0]
1691422650042;[511,512,0,0,0]
1691422650043;[507,512,0,0,0]
1691422650044;[508,512,0,0,0]
1691422650045;[505,512,0,0,0]
1691422650046;[507,512,0,0,0]
1691422650047;[506,512,0,0,0]
1691422650048;[508,512,0,0,0]
1691422650049;[508,512,0,0,0]
1691422650050;[507,507,0,0,0]
1691422650051;[509,512,0,0,0]
1691422650052;[509,512,0,0,0]
1691422650053;[509,512,0,0,0]
1691422650054;[510,512,0,0,0]
1691422650055;[510,512,0,0,0]
1691422650056;[511,512,0,0,0]
1691422650057;[509,512,0,0,0]
1691422650058;[509,512,0,0,0]
1691422650059;[509,512,0,0,0]
1691422650060;[507,507,0,0,0]
1691422650061;[509,512,0,0,0]
1691422650062;[511,512,0,0,0]
1691422650063;[511,512,0,0,0]
1691422650064;[511,512,0,0,0]
1691422650065;[507,512,0,0,0]
1691422650066;[509,512,0,0,0]
1691422650067;[511,512,0,0,0]
1691422650068;[511,512,0,0,0]
1691422650069;[508,512,0,0,0]
1691422650070;[510,510,0,0,0]
1691422650071;[511,512,0,0,0]
1691422650072;[511,512,0,0,0]
1691422650073;[511,512,0,0,0]
1691422650074;[509,512,0,0,0]
1691422650075;[509,512,0,0,0]
1691422650076;[509,512,0,0,0]
1691422650077;[508,512,0,0,0]
1691422650078;[508,512,0,0,0]
1691422650079;[509,512,0,0,0]
1691422650080;[510,510,0,0,0]
1691422650081;[510,512,0,0,0]
1691422650082;[510,512,0,0,0]
1691422650083;[508,512,0,0,0]
1691422650084;[508,512,0,0,0]
1691422650085;[508,512,0,0,0]
1691422650086;[511,512,0,0,0]
1691422650087;[510,512,0,0,0]
1691422650088;[508,512,0,0,0]
1691422650089;[510,512,0,0,0]
1691422650090;[507,507,0,0,0]
1691422650091;[508,512,0,0,0]
1691422650092;[509,512,0,0,0]
1691422650093;[511,512,0,0,0]
1691422650094;[509,512,0,0,0]
1691422650095;[508,512,0,0,0]
1691422650096;[510,512,0,0,0]
1691422650097;[511,512,0,0,0]
1691422650098;[511,512,0,0,0]
1691422650099;[511,512,0,0,0]
1691422650100;[509,509,0,0,0]
1691422650101;[510,512,0,0,0]
1691422650102;[512,512,0,0,0]
1691422650103;[511,512,0,0,0]
1691422650104;[509,512,0,0,0]
1691422650105;[510,512,0,0,0]
1691422650106;[513,512,0,0,0]
1691422650107;[511,512,0,0,0]
1691422650108;[507,512,0,0,0]
1691422650109;[512,512,0,0,0]
1691422650110;[509,509,0,0,0]
1691422650111;[511,512,0,0,0]
1691422650112;[508,512,0,0,0]
1691422650113;[510,512,0,0,0]
1691422650114;[509,512,0,0,0]
1691422650115;[508,512,0,0,0]
1691422650116;[509,512,0,0,0]
1691422650117;[509,512,0,0,0]
